,,Week 5 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Bryce Childress,Western Kentucky,BC,WestKy,-,-,388,2.60,382,4.37,20.74,1.76,11.8,0.09,0.00,0.00,0.0,0.00
Jack Bech,TCU,Kansas,TCU,-,-,389,2.58,384,4.32,20.84,1.74,12.0,0.08,0.24,0.24,1.0,0.00
Terry Lockett,Eastern Michigan,KentSt,EastMi,-,-,390,2.56,372,4.64,19.91,2.09,9.5,0.09,0.43,0.09,4.8,0.00
Joseph Griffin,Wisconsin,USC,Wisc,-,-,391,2.55,390,4.17,20.31,1.63,12.5,0.09,0.00,0.00,0.0,0.00
Rashid Williams,Washington,Rut,Wash,-,-,392,2.50,377,4.47,19.89,1.97,10.1,0.09,0.00,0.00,0.0,0.00
Justin Kimber,Louisiana-Monroe,Troy,UL-Mon,-,-,393,2.48,393,3.98,19.13,1.50,12.8,0.09,0.00,0.00,0.0,0.00
Wesley Grimes,North Carolina State,NIU,NIU,-,-,394,2.44,405,3.48,16.14,1.03,15.7,0.14,0.00,0.00,0.0,0.00
Rahkeem Smith,Bowling Green,ODU,ODU,-,-,395,2.44,392,3.99,19.29,1.54,12.5,0.09,0.00,0.00,0.0,0.00
Jared Roznos,Air Force,Wyo,AF,-,-,396,2.43,422,3.12,16.81,0.69,24.4,0.13,0.00,0.00,0.0,0.00
Chris Long,Rutgers,Wash,Wash,-,-,397,2.40,396,3.95,18.19,1.55,11.7,0.10,0.00,0.00,0.0,0.00
Jordan Brown,Texas Tech,Cin,Cin,-,-,398,2.38,395,3.96,19.03,1.58,12.0,0.08,0.00,0.00,0.0,0.00
Frank Ladson,Massachusetts,Mia-O,UMass,-,-,399,2.35,391,4.05,17.50,1.70,10.3,0.10,0.00,0.00,0.0,0.00
Brandon Inniss,Ohio State,MSU,OhioSt,-,-,400,2.31,407,3.46,17.43,1.14,15.3,0.10,0.00,0.00,0.0,0.00
Casey Reynolds,Army,Temple,Army,-,-,401,2.30,408,3.41,18.52,1.11,16.7,0.07,0.00,0.00,0.0,0.00
DeAndre Moore Jr.,Texas,MissSt,MissSt,-,-,402,2.29,404,3.60,18.31,1.31,14.0,0.08,0.00,0.00,0.0,0.00
Braylin Presley,Tulsa,NorTx,Tulsa,-,-,403,2.27,388,4.23,17.80,1.96,9.1,0.08,0.00,0.00,0.0,0.00
Jayden Ballard,Ohio State,MSU,OhioSt,-,-,404,2.22,410,3.38,17.17,1.17,14.7,0.08,0.00,0.00,0.0,0.00
Ross Fournet,Florida International,LaTech,LaTech,-,-,405,2.22,400,3.76,17.35,1.54,11.3,0.08,0.00,0.00,0.0,0.00
Le'Meke Brockington,Minnesota,Mich,Minn,-,-,406,2.19,417,3.19,13.29,1.00,13.3,0.14,0.00,0.00,0.0,0.00
Cyrus Allen,Texas A&M,Ark,Ark,-,-,407,2.17,412,3.31,17.14,1.14,15.0,0.07,0.29,0.07,4.1,0.00
Jaden Bradley,UNLV,Fres,Fres,-,-,408,2.17,414,3.25,17.08,1.08,15.8,0.08,0.00,0.00,0.0,0.00
Parker Kingston,BYU,Baylor,BYU,-,-,409,2.17,397,3.91,21.10,1.74,12.1,0.00,0.58,0.58,1.0,0.00
Blake Bohannon,Kennesaw State,TN-Mar,TN-Mar,-,-,410,2.14,402,3.68,17.05,1.54,11.1,0.07,0.00,0.00,0.0,0.00
Stephen Gosnell,Virginia Tech,Mia-Fl,VaTech,-,-,411,2.13,409,3.39,16.89,1.26,13.4,0.07,0.00,0.00,0.0,0.00
Kentron Poitier,Florida State,SMU,FlaSt,-,-,412,2.12,429,2.98,16.93,0.86,19.7,0.07,0.00,0.00,0.0,0.00
Andrew Sowinski,Purdue,Neb,Neb,-,-,413,2.11,399,3.77,21.08,1.67,12.6,0.00,0.00,0.00,0.0,0.00
Caleb Coombs,Florida Atlantic,Wagner,Wagner,-,-,414,2.09,387,4.27,15.45,2.18,7.1,0.09,0.00,0.00,0.0,0.00
Nathan Kent,Navy,UAB,Navy,-,-,415,2.07,441,2.71,11.12,0.64,17.4,0.16,0.00,0.00,0.0,0.00
KK Smith,Notre Dame,Lou,Lou,-,-,416,2.07,425,3.11,14.95,1.05,14.2,0.10,0.00,0.00,0.0,0.00
Dylan Wright,TCU,Kansas,TCU,-,-,417,2.06,428,2.99,12.00,0.93,12.9,0.14,0.00,0.00,0.0,0.00
Alex Capka-Jones,Illinois,PSU,Ill,-,-,418,2.02,431,2.97,10.53,0.95,11.1,0.11,3.37,1.05,3.2,0.00
Adam Randall,Clemson,Stan,Stan,-,-,419,2.02,398,3.77,20.25,1.75,11.6,0.00,0.00,0.00,0.0,0.00
Creed Whittemore,Mississippi State,Tex,MissSt,-,-,420,2.02,411,3.36,13.33,1.33,10.0,0.11,0.22,0.11,2.0,0.00
Bobby Golden,Akron,Ohio,Akron,-,-,421,2.01,406,3.46,14.91,1.46,10.2,0.09,0.00,0.00,0.0,0.00
Jaedon Wilson,Arkansas,TexA&M,Ark,-,-,422,2.00,423,3.12,14.24,1.12,12.7,0.08,0.96,0.16,6.0,0.00
Malachi Riley,Arizona,Utah,Ari,-,-,423,1.99,421,3.13,14.19,1.14,12.4,0.10,0.00,0.00,0.0,0.00
Omarion Dollison,James Madison,BallSt,BallSt,-,-,424,1.98,419,3.14,15.23,1.15,13.2,0.08,0.00,0.00,0.0,0.00
Miles Cross,Indiana,MD,MD,-,-,425,1.97,418,3.19,14.52,1.22,11.9,0.09,0.00,0.00,0.0,0.00
Cataurus Hicks,Louisville,ND,Lou,-,-,426,1.92,415,3.21,14.93,1.29,11.6,0.07,0.00,0.00,0.0,0.00
Sam Jackson V,Auburn,Okla,Okla,-,-,427,1.90,416,3.20,13.00,1.30,10.0,0.10,0.00,0.00,0.0,0.00
Fredrick Moore,Michigan,Minn,Minn,-,-,428,1.90,424,3.11,12.96,1.22,10.6,0.09,0.78,0.17,4.6,0.00
Tyler Williams,Minnesota,Mich,Minn,-,-,429,1.90,435,2.94,13.24,1.05,12.6,0.10,0.00,0.00,0.0,0.00
Omari Evans,Penn State,Ill,Ill,-,-,430,1.89,434,2.95,12.63,1.05,12.0,0.11,0.00,0.00,0.0,0.00
Khafre Brown,Arkansas,TexA&M,Ark,-,-,431,1.86,439,2.86,13.58,1.00,13.6,0.08,0.00,0.00,0.0,0.00
Braylon Burnside,Mississippi State,Tex,MissSt,-,-,432,1.86,432,2.97,14.15,1.11,12.7,0.07,0.00,0.00,0.0,0.00
Isaiah Horton,Miami,VaTech,VaTech,-,-,433,1.86,430,2.97,14.48,1.10,13.2,0.07,0.00,0.00,0.0,0.00
Kam Brown,Purdue,Neb,Neb,-,-,434,1.85,433,2.96,14.07,1.11,12.7,0.07,0.00,0.00,0.0,0.00
Mudia Reuben,Stanford,Clem,Stan,-,-,435,1.84,420,3.14,17.40,1.30,13.4,0.00,1.00,0.20,5.0,0.00
Tykeem Wallace,Kennesaw State,TN-Mar,TN-Mar,-,-,436,1.84,427,2.99,14.14,1.14,12.4,0.07,0.00,0.00,0.0,0.00
Jadon Thompson,Louisville,ND,Lou,-,-,437,1.80,437,2.89,12.55,1.09,11.5,0.09,0.00,0.00,0.0,0.00
Maxwell Moss,James Madison,BallSt,BallSt,-,-,438,1.79,438,2.87,12.92,1.08,12.0,0.08,0.00,0.00,0.0,0.00
Money Parks,Utah,Ari,Ari,-,-,439,1.79,436,2.90,12.48,1.10,11.3,0.07,1.31,0.21,6.2,0.00
Jack Wright,Tulsa,NorTx,Tulsa,-,-,440,1.79,444,2.65,13.64,0.86,15.9,0.07,0.00,0.00,0.0,0.00
Gavin Freeman,Oklahoma State,KanSt,OkSt,-,-,441,1.73,426,3.07,12.89,1.33,9.7,0.07,0.00,0.00,0.0,0.00
Malachi Coleman,Nebraska,Purdue,Neb,-,-,442,1.68,445,2.65,12.07,0.97,12.4,0.07,0.62,0.14,4.4,0.00
Brandon Engel,Air Force,Wyo,AF,-,-,443,1.68,442,2.68,16.78,1.00,16.8,0.00,0.00,0.00,0.0,0.00
Regis Velez,Navy,UAB,Navy,-,-,444,1.68,451,2.26,13.24,0.59,22.4,0.06,0.00,0.00,0.0,0.00
Ardell Banks,Kent,EastMi,EastMi,-,-,445,1.54,446,2.62,10.42,1.08,9.6,0.08,0.00,0.00,0.0,0.00
Jarvis Rush,Akron,Ohio,Akron,-,-,446,1.54,447,2.47,11.14,0.93,12.0,0.07,0.00,0.00,0.0,0.00
Cayden Lee,Mississippi,Kty,Kty,-,-,447,1.47,454,2.07,8.70,0.60,14.5,0.10,0.00,0.00,0.0,0.00
Major Everhart,TCU,Kansas,TCU,-,-,448,1.46,440,2.74,12.50,1.29,9.7,0.00,2.07,0.57,3.6,0.00
Stanley King,Kent,EastMi,EastMi,-,-,449,1.44,448,2.44,10.14,1.00,10.1,0.07,0.00,0.00,0.0,0.00
Evan Prater,Cincinnati,TxTch,Cin,-,-,450,1.44,443,2.67,14.22,1.22,11.7,0.00,0.22,0.11,2.0,0.00
Munir McClain,Utah,Ari,Ari,-,-,451,1.40,452,2.20,8.00,0.80,10.0,0.10,0.00,0.00,0.0,0.00
Kroy Myers,Navy,UAB,Navy,-,-,452,1.40,459,1.86,9.38,0.46,20.4,0.08,0.00,0.00,0.0,0.00
Ryan Wingo,Texas,MissSt,MissSt,-,-,453,1.36,457,1.96,9.60,0.60,16.0,0.07,0.00,0.00,0.0,0.00
Isaiah Jones,New Mexico,NMSt,NM,-,-,454,1.34,460,1.84,8.42,0.50,16.8,0.08,0.00,0.00,0.0,0.00
Langston Lewis,Central Michigan,SDSU,SDSU,-,-,455,1.30,450,2.26,8.83,0.97,9.1,0.07,0.00,0.00,0.0,0.00
Omarion Miller,Colorado,UCF,Colo,-,-,456,1.30,455,1.99,9.25,0.69,13.4,0.06,0.00,0.00,0.0,0.00
Talyn Shettron,Oklahoma State,KanSt,OkSt,-,-,457,1.30,453,2.09,8.71,0.79,11.0,0.07,0.00,0.00,0.0,0.00
Jacory Barney Jr.,Nebraska,Purdue,Neb,-,-,458,1.26,449,2.37,11.67,1.11,10.5,0.00,0.89,0.22,4.0,0.00
Devan Williams,Houston,IaSt,IaSt,-,-,459,1.19,461,1.76,7.64,0.57,13.4,0.07,0.00,0.00,0.0,0.00
Ayden Williams,Mississippi,Kty,Kty,-,-,460,1.13,462,1.76,7.56,0.63,12.0,0.06,0.00,0.00,0.0,0.00
AJ Jones,Arizona,Utah,Ari,-,-,461,1.11,465,1.69,6.08,0.58,10.5,0.08,0.00,0.00,0.0,0.00
Aaron Turner,Cincinnati,TxTch,Cin,-,-,462,1.07,464,1.70,5.31,0.63,8.4,0.06,1.69,0.25,6.8,0.00
Ray Ray Joseph,Miami,VaTech,VaTech,-,-,463,1.00,463,1.73,4.55,0.73,6.2,0.09,0.00,0.00,0.0,0.00
Camden Brown,Auburn,Okla,Okla,-,-,464,0.99,458,1.94,9.89,0.95,10.4,0.00,0.00,0.00,0.0,0.00
Christian Moss,Kennesaw State,TN-Mar,TN-Mar,-,-,465,0.95,466,1.48,6.00,0.53,11.3,0.06,0.00,0.00,0.0,0.00
Anthony Brown-Stephens,Kentucky,Miss,Kty,-,-,466,0.90,467,1.33,4.71,0.43,11.0,0.07,0.00,0.00,0.0,0.00
Shaleak Knotts,Maryland,Ind,MD,-,-,467,0.89,456,1.97,8.92,1.08,8.3,0.00,0.00,0.00,0.0,0.00
Terrell Timmons,Colorado,UCF,Colo,-,-,468,0.73,468,1.30,7.29,0.57,12.8,0.00,0.00,0.00,0.0,0.00
Tobi Olawole,Army,Temple,Army,-,-,469,0.70,469,1.26,7.00,0.56,12.5,0.00,0.00,0.00,0.0,0.00
Nick Munson,Ball State,JMU,BallSt,-,-,470,0.59,470,1.16,5.93,0.57,10.4,0.00,0.00,0.00,0.0,0.00
Jamoi Mayes,Cincinnati,TxTch,Cin,-,-,471,0.53,472,1.03,5.33,0.50,10.7,0.00,0.00,0.00,0.0,0.00
Jarrad Baker,Central Florida,Colo,Colo,-,-,472,0.52,471,1.14,4.54,0.62,7.3,0.00,0.69,0.15,4.6,0.00
Chris Carpenter,UTSA,ECU,Tx-SA,-,-,473,0.44,473,0.98,4.08,0.54,7.6,0.00,0.31,0.23,1.3,0.00
Daniel Jackson,Iowa State,Hou,IaSt,-,-,474,0.00,474,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
