,,Week 4 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Spencer Curtis,Hawaii,UNI,UNI,-,-,387,3.13,367,5.43,26.21,2.30,11.4,0.09,0.00,0.00,0.0,0.00
Umari Hatcher,Syracuse,Stan,Stan,-,-,388,3.10,402,4.67,21.98,1.58,13.9,0.15,0.00,0.00,0.0,0.00
Nic Trujillo,New Mexico,Fres,Fres,-,-,389,3.10,401,4.70,22.17,1.61,13.8,0.15,0.00,0.00,0.0,0.00
Drae McCray,Texas Tech,AriSt,AriSt,-,-,390,3.08,375,5.25,20.00,2.17,9.2,0.17,0.35,0.09,3.9,0.00
Brannon Spector,Jacksonville State,SouMis,SouMis,-,-,391,3.07,400,4.71,19.06,1.65,11.6,0.19,0.00,0.00,0.0,0.00
Carl Chester,Marshall,OhioSt,Marsh,-,-,392,3.06,386,5.06,25.84,2.00,12.9,0.08,0.00,0.00,0.0,0.00
Dontae Fleming,Tulane,UL-Laf,Tulane,-,-,393,3.06,381,5.15,25.18,2.09,12.0,0.09,0.00,0.00,0.0,0.00
Isaiah Neyor,Nebraska,Ill,Ill,-,-,394,3.06,404,4.64,19.42,1.58,12.3,0.08,1.74,0.32,5.4,0.08
Larry Stephens,Toledo,WestKy,Toledo,-,-,395,3.06,399,4.75,21.38,1.69,12.7,0.15,0.00,0.00,0.0,0.00
Ian Strong,Rutgers,VaTech,Rut,-,-,396,3.04,410,4.54,19.76,1.50,13.2,0.18,0.00,0.00,0.0,0.00
Mycah Pittman,Utah,OkSt,Utah,-,-,397,3.01,378,5.17,24.33,2.17,11.2,0.08,0.75,0.25,3.0,0.00
Jabre Barber,Texas A&M,BGSU,BGSU,-,-,398,2.96,397,4.78,24.18,1.82,13.3,0.09,0.00,0.00,0.0,0.00
Keshawn Brown,Massachusetts,CentCt,CentCt,-,-,399,2.95,376,5.22,24.00,2.27,10.6,0.09,0.00,0.00,0.0,0.00
Jaron Tibbs,Purdue,OreSt,Purdue,-,-,400,2.93,394,4.84,23.82,1.91,12.5,0.09,0.00,0.00,0.0,0.00
Keelan Marion,BYU,KanSt,KanSt,-,-,401,2.90,415,4.44,17.34,1.54,11.3,0.07,2.93,0.73,4.0,0.07
Chance Morrow,Buffalo,NIU,Buff,-,-,402,2.90,414,4.44,19.77,1.54,12.8,0.15,0.00,0.00,0.0,0.00
Abdur-Rahmaan Yaseen,South Florida,Mia-Fl,Mia-Fl,-,-,403,2.87,383,5.09,28.71,2.22,12.9,0.00,0.00,0.00,0.0,0.00
Jake Bailey,SMU,TCU,TCU,-,-,404,2.86,364,5.50,28.24,2.64,10.7,0.00,0.32,0.08,4.0,0.00
Finn Hogan,Bowling Green,TexA&M,BGSU,-,-,405,2.85,398,4.77,19.00,1.92,9.9,0.15,0.23,0.08,2.9,0.00
Mike Pettway,Jacksonville State,SouMis,SouMis,-,-,406,2.83,396,4.80,22.69,1.97,11.5,0.09,0.00,0.00,0.0,0.00
Brenen Thompson,Oklahoma,Tenn,Tenn,-,-,407,2.83,438,3.97,17.91,1.13,15.8,0.17,0.00,0.00,0.0,0.00
Rico Flores,UCLA,LSU,UCLA,-,-,408,2.79,416,4.43,22.06,1.65,13.4,0.10,0.00,0.00,0.0,0.00
Tyler Griffin,Louisiana-Monroe,Tex,UL-Mon,-,-,409,2.78,423,4.28,18.83,1.50,12.6,0.15,0.00,0.00,0.0,0.00
Alante Brown,Michigan State,BC,MSU,-,-,410,2.75,417,4.42,21.83,1.67,13.1,0.08,0.67,0.25,2.7,0.00
Tyler King,Wyoming,NorTx,Wyo,-,-,411,2.72,409,4.54,17.53,1.82,9.6,0.16,0.24,0.08,3.0,0.00
Troy Stellato,Clemson,NCSU,NCSU,-,-,412,2.72,374,5.25,22.29,2.53,8.8,0.08,0.00,0.00,0.0,0.00
Ahmari Huggins-Bruce,South Carolina,Akron,Akron,-,-,413,2.71,422,4.29,21.75,1.58,13.8,0.08,0.33,0.08,4.1,0.00
Javoni Gardere,UTEP,ColoSt,UTEP,-,-,414,2.69,430,4.23,21.77,1.54,14.1,0.09,0.00,0.00,0.0,0.00
Jackson Meeks,Syracuse,Stan,Stan,-,-,415,2.67,427,4.27,20.70,1.60,12.9,0.10,0.00,0.00,0.0,0.00
David Wells Jr.,Oregon State,Purdue,Purdue,-,-,416,2.67,418,4.41,20.90,1.74,12.0,0.10,0.00,0.00,0.0,0.00
Jeremiah Noga,Oregon State,Purdue,Purdue,-,-,417,2.66,411,4.51,21.26,1.85,11.5,0.09,0.00,0.00,0.0,0.00
Jalen Johnson,Northern Illinois,Buff,Buff,-,-,418,2.65,408,4.57,21.50,1.92,11.2,0.08,0.00,0.00,0.0,0.00
Otto Tia,Utah State,Temple,UtahSt,-,-,419,2.65,412,4.49,20.71,1.84,11.3,0.10,0.00,0.00,0.0,0.00
Emari White,UTEP,ColoSt,UTEP,-,-,420,2.65,424,4.27,20.92,1.62,12.9,0.08,0.73,0.16,4.6,0.00
Chris Marshall,Boise State,PorSt,PorSt,-,-,421,2.64,445,3.64,16.42,1.00,16.4,0.17,0.00,0.00,0.0,0.00
Jordyn Tyson,Arizona State,TxTch,AriSt,-,-,422,2.64,407,4.60,21.89,1.96,11.2,0.08,0.00,0.00,0.0,0.00
Zeriah Beason,Troy,FlaA&M,FlaA&M,-,-,423,2.60,431,4.19,20.74,1.59,13.0,0.09,0.00,0.00,0.0,0.00
Bryce Childress,Western Kentucky,Toledo,Toledo,-,-,424,2.60,419,4.37,20.74,1.76,11.8,0.09,0.00,0.00,0.0,0.00
Matthew Coleman,San Jose State,WashSt,SJSU,-,-,425,2.59,425,4.27,20.65,1.68,12.3,0.09,0.00,0.00,0.0,0.00
Jack Bech,TCU,SMU,TCU,-,-,426,2.58,421,4.32,20.84,1.74,12.0,0.08,0.24,0.24,1.0,0.00
Chimere Dike,Florida,MissSt,Fla,-,-,427,2.57,406,4.62,21.29,2.05,10.4,0.07,0.00,0.00,0.0,0.00
Loic Fouonji,Vanderbilt,Missou,Vandy,-,-,428,2.56,436,3.99,21.15,1.42,14.9,0.08,0.00,0.00,0.0,0.00
Terry Lockett,Eastern Michigan,StF-Pa,StF-Pa,-,-,429,2.56,405,4.64,19.91,2.09,9.5,0.09,0.43,0.09,4.8,0.00
Censere Lee,Pittsburgh,YSU,YSU,-,-,430,2.52,420,4.36,20.54,1.85,11.1,0.08,0.00,0.00,0.0,0.00
Rashid Williams,Washington,NW,NW,-,-,431,2.50,413,4.47,19.89,1.97,10.1,0.09,0.00,0.00,0.0,0.00
Justin Kimber,Louisiana-Monroe,Tex,UL-Mon,-,-,432,2.48,437,3.98,19.13,1.50,12.8,0.09,0.00,0.00,0.0,0.00
Wesley Grimes,North Carolina State,Clem,NCSU,-,-,433,2.44,449,3.48,16.14,1.03,15.7,0.14,0.00,0.00,0.0,0.00
Rahkeem Smith,Bowling Green,TexA&M,BGSU,-,-,434,2.44,435,3.99,19.29,1.54,12.5,0.09,0.00,0.00,0.0,0.00
Dannis Jackson,Southern Miss,JacSt,SouMis,-,-,435,2.40,433,4.03,18.86,1.63,11.6,0.09,0.00,0.00,0.0,0.00
Chris Long,Rutgers,VaTech,Rut,-,-,436,2.40,440,3.95,18.19,1.55,11.7,0.10,0.00,0.00,0.0,0.00
Jordan Brown,Texas Tech,AriSt,AriSt,-,-,437,2.38,439,3.96,19.03,1.58,12.0,0.08,0.00,0.00,0.0,0.00
Kaden Wetjen,Iowa,Minn,Iowa,-,-,438,2.38,434,4.02,19.07,1.64,11.6,0.07,0.43,0.07,6.1,0.00
Frank Ladson,Massachusetts,CentCt,CentCt,-,-,439,2.35,432,4.05,17.50,1.70,10.3,0.10,0.00,0.00,0.0,0.00
Brandon Inniss,Ohio State,Marsh,Marsh,-,-,440,2.31,451,3.46,17.43,1.14,15.3,0.10,0.00,0.00,0.0,0.00
Casey Reynolds,Army,Rice,Rice,-,-,441,2.30,452,3.41,18.52,1.11,16.7,0.07,0.00,0.00,0.0,0.00
DeAndre Moore Jr.,Texas,UL-Mon,UL-Mon,-,-,442,2.29,446,3.60,18.31,1.31,14.0,0.08,0.00,0.00,0.0,0.00
Braylin Presley,Tulsa,LaTech,Tulsa,-,-,443,2.27,429,4.23,17.80,1.96,9.1,0.08,0.00,0.00,0.0,0.00
Rodney Gallagher,West Virginia,Kansas,Kansas,-,-,444,2.24,457,3.28,14.21,1.03,13.8,0.07,4.07,0.69,5.9,0.00
Jayden Ballard,Ohio State,Marsh,Marsh,-,-,445,2.22,454,3.38,17.17,1.17,14.7,0.08,0.00,0.00,0.0,0.00
Ross Fournet,Florida International,Monm,Monm,-,-,446,2.22,444,3.76,17.35,1.54,11.3,0.08,0.00,0.00,0.0,0.00
Mike Matthews,Tennessee,Okla,Tenn,-,-,447,2.21,448,3.48,16.64,1.27,13.1,0.09,0.00,0.00,0.0,0.00
Le'Meke Brockington,Minnesota,Iowa,Iowa,-,-,448,2.19,460,3.19,13.29,1.00,13.3,0.14,0.00,0.00,0.0,0.00
Cyrus Allen,Texas A&M,BGSU,BGSU,-,-,449,2.17,456,3.31,17.14,1.14,15.0,0.07,0.29,0.07,4.1,0.00
Parker Kingston,BYU,KanSt,KanSt,-,-,450,2.17,441,3.91,21.10,1.74,12.1,0.00,0.58,0.58,1.0,0.00
Stephen Gosnell,Virginia Tech,Rut,Rut,-,-,451,2.13,453,3.39,16.89,1.26,13.4,0.07,0.00,0.00,0.0,0.00
Kentron Poitier,Florida State,Cal,Cal,-,-,452,2.12,471,2.98,16.93,0.86,19.7,0.07,0.00,0.00,0.0,0.00
Andrew Sowinski,Purdue,OreSt,Purdue,-,-,453,2.11,443,3.77,21.08,1.67,12.6,0.00,0.00,0.00,0.0,0.00
Caleb Coombs,Florida Atlantic,UConn,FlaAtl,-,-,454,2.09,426,4.27,15.45,2.18,7.1,0.09,0.00,0.00,0.0,0.00
Samario Rudolph,Jacksonville State,SouMis,SouMis,-,-,455,2.09,428,4.25,16.31,2.15,7.6,0.08,0.00,0.00,0.0,0.00
Xavier Guillory,Arizona State,TxTch,AriSt,-,-,456,2.07,447,3.53,15.65,1.46,10.7,0.08,0.16,0.08,2.0,0.00
Nathan Kent,Navy,Mem,Mem,-,-,457,2.07,487,2.71,11.12,0.64,17.4,0.16,0.00,0.00,0.0,0.00
KK Smith,Notre Dame,Mia-O,Mia-O,-,-,458,2.07,466,3.11,14.95,1.05,14.2,0.10,0.00,0.00,0.0,0.00
Mekhi Miller,Missouri,Vandy,Vandy,-,-,459,2.06,467,3.10,14.86,1.05,14.2,0.10,0.00,0.00,0.0,0.00
Dylan Wright,TCU,SMU,TCU,-,-,460,2.06,470,2.99,12.00,0.93,12.9,0.14,0.00,0.00,0.0,0.00
Alex Capka-Jones,Illinois,Neb,Ill,-,-,461,2.02,475,2.97,10.53,0.95,11.1,0.11,3.37,1.05,3.2,0.00
Adam Randall,Clemson,NCSU,NCSU,-,-,462,2.02,442,3.77,20.25,1.75,11.6,0.00,0.00,0.00,0.0,0.00
Creed Whittemore,Mississippi State,Fla,Fla,-,-,463,2.02,455,3.36,13.33,1.33,10.0,0.11,0.22,0.11,2.0,0.00
Bobby Golden,Akron,SCar,Akron,-,-,464,2.01,450,3.46,14.91,1.46,10.2,0.09,0.00,0.00,0.0,0.00
Jaedon Wilson,Arkansas,Auburn,Ark,-,-,465,2.00,464,3.12,14.24,1.12,12.7,0.08,0.96,0.16,6.0,0.00
Leo Blackburn,Georgia Tech,Lou,GaTech,-,-,466,1.98,469,3.06,15.23,1.08,14.1,0.08,0.00,0.00,0.0,0.00
Omarion Dollison,James Madison,UNC,JMU,-,-,467,1.98,462,3.14,15.23,1.15,13.2,0.08,0.00,0.00,0.0,0.00
Miles Cross,Indiana,Char,Char,-,-,468,1.97,461,3.19,14.52,1.22,11.9,0.09,0.00,0.00,0.0,0.00
Micah Bell,Vanderbilt,Missou,Vandy,-,-,469,1.92,472,2.97,13.52,1.05,12.9,0.10,0.00,0.00,0.0,0.00
Cataurus Hicks,Louisville,GaTech,GaTech,-,-,470,1.92,458,3.21,14.93,1.29,11.6,0.07,0.00,0.00,0.0,0.00
Sam Jackson V,Auburn,Ark,Ark,-,-,471,1.90,459,3.20,13.00,1.30,10.0,0.10,0.00,0.00,0.0,0.00
Fredrick Moore,Michigan,USC,USC,-,-,472,1.90,465,3.11,12.96,1.22,10.6,0.09,0.78,0.17,4.6,0.00
Tyler Williams,Minnesota,Iowa,Iowa,-,-,473,1.90,479,2.94,13.24,1.05,12.6,0.10,0.00,0.00,0.0,0.00
Omari Evans,Penn State,KentSt,KentSt,-,-,474,1.89,478,2.95,12.63,1.05,12.0,0.11,0.00,0.00,0.0,0.00
Khafre Brown,Arkansas,Auburn,Ark,-,-,475,1.86,484,2.86,13.58,1.00,13.6,0.08,0.00,0.00,0.0,0.00
Braylon Burnside,Mississippi State,Fla,Fla,-,-,476,1.86,474,2.97,14.15,1.11,12.7,0.07,0.00,0.00,0.0,0.00
Isaiah Horton,Miami,USF,Mia-Fl,-,-,477,1.86,473,2.97,14.48,1.10,13.2,0.07,0.00,0.00,0.0,0.00
Kam Brown,Purdue,OreSt,Purdue,-,-,478,1.85,477,2.96,14.07,1.11,12.7,0.07,0.00,0.00,0.0,0.00
Jaden Smith,Nevada,EastWa,EastWa,-,-,479,1.85,482,2.88,14.00,1.03,13.6,0.07,0.34,0.07,4.9,0.00
Mudia Reuben,Stanford,Syr,Stan,-,-,480,1.84,463,3.14,17.40,1.30,13.4,0.00,1.00,0.20,5.0,0.00
Jadon Thompson,Louisville,GaTech,GaTech,-,-,481,1.80,481,2.89,12.55,1.09,11.5,0.09,0.00,0.00,0.0,0.00
Maxwell Moss,James Madison,UNC,JMU,-,-,482,1.79,483,2.87,12.92,1.08,12.0,0.08,0.00,0.00,0.0,0.00
Money Parks,Utah,OkSt,Utah,-,-,483,1.79,480,2.90,12.48,1.10,11.3,0.07,1.31,0.21,6.2,0.00
Jack Wright,Tulsa,LaTech,Tulsa,-,-,484,1.79,489,2.65,13.64,0.86,15.9,0.07,0.00,0.00,0.0,0.00
Marquis Johnson,Missouri,Vandy,Vandy,-,-,485,1.76,493,2.53,13.94,0.76,18.3,0.06,0.18,0.06,3.0,0.00
Gavin Freeman,Oklahoma State,Utah,Utah,-,-,486,1.73,468,3.07,12.89,1.33,9.7,0.07,0.00,0.00,0.0,0.00
Kahleil Jackson,Florida,MissSt,Fla,-,-,487,1.72,485,2.76,12.40,1.04,11.9,0.08,0.00,0.00,0.0,0.00
Justin Robinson,West Virginia,Kansas,Kansas,-,-,488,1.69,491,2.64,16.87,0.96,17.6,0.00,0.00,0.00,0.0,0.00
Malachi Coleman,Nebraska,Ill,Ill,-,-,489,1.68,490,2.65,12.07,0.97,12.4,0.07,0.62,0.14,4.4,0.00
Regis Velez,Navy,Mem,Mem,-,-,490,1.68,498,2.26,13.24,0.59,22.4,0.06,0.00,0.00,0.0,0.00
P.J. Wells,Jacksonville State,SouMis,SouMis,-,-,491,1.63,476,2.96,16.27,1.33,12.2,0.00,0.00,0.00,0.0,0.00
Ardell Banks,Kent,PSU,KentSt,-,-,492,1.54,492,2.62,10.42,1.08,9.6,0.08,0.00,0.00,0.0,0.00
Jarvis Rush,Akron,SCar,Akron,-,-,493,1.54,494,2.47,11.14,0.93,12.0,0.07,0.00,0.00,0.0,0.00
Cayden Lee,Mississippi,GaSo,GaSo,-,-,494,1.47,502,2.07,8.70,0.60,14.5,0.10,0.00,0.00,0.0,0.00
Major Everhart,TCU,SMU,TCU,-,-,495,1.46,486,2.74,12.50,1.29,9.7,0.00,2.07,0.57,3.6,0.00
Stanley King,Kent,PSU,KentSt,-,-,496,1.44,495,2.44,10.14,1.00,10.1,0.07,0.00,0.00,0.0,0.00
Evan Prater,Cincinnati,Hou,Hou,-,-,497,1.44,488,2.67,14.22,1.22,11.7,0.00,0.22,0.11,2.0,0.00
Munir McClain,Utah,OkSt,Utah,-,-,498,1.40,500,2.20,8.00,0.80,10.0,0.10,0.00,0.00,0.0,0.00
Kroy Myers,Navy,Mem,Mem,-,-,499,1.40,507,1.86,9.38,0.46,20.4,0.08,0.00,0.00,0.0,0.00
Jaden Dottin,Toledo,WestKy,Toledo,-,-,500,1.38,497,2.31,9.50,0.93,10.2,0.07,0.00,0.00,0.0,0.00
Ryan Wingo,Texas,UL-Mon,UL-Mon,-,-,501,1.36,505,1.96,9.60,0.60,16.0,0.07,0.00,0.00,0.0,0.00
Isaiah Jones,New Mexico,Fres,Fres,-,-,502,1.34,508,1.84,8.42,0.50,16.8,0.08,0.00,0.00,0.0,0.00
Langston Lewis,Central Michigan,BallSt,BallSt,-,-,503,1.30,499,2.26,8.83,0.97,9.1,0.07,0.00,0.00,0.0,0.00
Omarion Miller,Colorado,Baylor,Baylor,-,-,504,1.30,503,1.99,9.25,0.69,13.4,0.06,0.00,0.00,0.0,0.00
Talyn Shettron,Oklahoma State,Utah,Utah,-,-,505,1.30,501,2.09,8.71,0.79,11.0,0.07,0.00,0.00,0.0,0.00
Jacory Barney Jr.,Nebraska,Ill,Ill,-,-,506,1.26,496,2.37,11.67,1.11,10.5,0.00,0.89,0.22,4.0,0.00
Devan Williams,Houston,Cin,Hou,-,-,507,1.19,510,1.76,7.64,0.57,13.4,0.07,0.00,0.00,0.0,0.00
Ayden Williams,Mississippi,GaSo,GaSo,-,-,508,1.13,509,1.76,7.56,0.63,12.0,0.06,0.00,0.00,0.0,0.00
Aaron Turner,Cincinnati,Hou,Hou,-,-,509,1.07,512,1.70,5.31,0.63,8.4,0.06,1.69,0.25,6.8,0.00
Ray Ray Joseph,Miami,USF,Mia-Fl,-,-,510,1.00,511,1.73,4.55,0.73,6.2,0.09,0.00,0.00,0.0,0.00
Camden Brown,Auburn,Ark,Ark,-,-,511,0.99,506,1.94,9.89,0.95,10.4,0.00,0.00,0.00,0.0,0.00
Anthony Brown-Stephens,Kentucky,Ohio,Ohio,-,-,512,0.90,513,1.33,4.71,0.43,11.0,0.07,0.00,0.00,0.0,0.00
Shaleak Knotts,Maryland,Vill,Vill,-,-,513,0.89,504,1.97,8.92,1.08,8.3,0.00,0.00,0.00,0.0,0.00
Terrell Timmons,Colorado,Baylor,Baylor,-,-,514,0.73,514,1.30,7.29,0.57,12.8,0.00,0.00,0.00,0.0,0.00
Tobi Olawole,Army,Rice,Rice,-,-,515,0.70,515,1.26,7.00,0.56,12.5,0.00,0.00,0.00,0.0,0.00
Nick Munson,Ball State,CentMi,BallSt,-,-,516,0.59,516,1.16,5.93,0.57,10.4,0.00,0.00,0.00,0.0,0.00
Jamoi Mayes,Cincinnati,Hou,Hou,-,-,517,0.53,517,1.03,5.33,0.50,10.7,0.00,0.00,0.00,0.0,0.00
Chris Carpenter,UTSA,HouChr,HouChr,-,-,518,0.44,518,0.98,4.08,0.54,7.6,0.00,0.31,0.23,1.3,0.00
Daniel Jackson,Iowa State,ArkSt,ArkSt,-,-,519,0.00,519,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
